Experiment,σ_c,σ_c_CI,κ_median,κ_zscore,κ_prominence,Status
E1_ferromagnetic,8.0,"[1.000, 8.000]",2.649561700216291,1.9459746163852791,1.790708636937105,PASS
E3_entanglement_timescales,0.6736842105263158,"[0.000, 0.674]",8.71326164631546,2.9072192247060302,8.584229388286928,PASS
